ID_REF,t_score,probe_group,critical_abs_value,index
ch.1.2541791F,1.5666413160706514,ch.1.,2.228138851986274,FALSE
ch.1.2554598F,0.13254524099809814,ch.1.,2.228138851986274,FALSE
ch.1.2604911R,1.3245645797389984,ch.1.,2.228138851986274,FALSE
ch.1.2648414R,-0.8725947723293197,ch.1.,2.228138851986274,FALSE
ch.1.2649807R,0.1476888612642028,ch.1.,2.228138851986274,FALSE
ch.1.2675516R,0.4684716248873371,ch.1.,2.228138851986274,FALSE
ch.1.2707897R,0.6572095612342524,ch.1.,2.228138851986274,FALSE
ch.1.2740682R,-0.18903018082256925,ch.1.,2.228138851986274,FALSE
ch.1.2799699R,0.2114944464528263,ch.1.,2.228138851986274,FALSE
ch.1.2840814R,0.02333846940453699,ch.1.,2.228138851986274,FALSE
ch.1.28801127F,1.0325145004300504,ch.1.,2.228138851986274,FALSE
ch.1.28801140F,0.8406152942757584,ch.1.,2.228138851986274,FALSE
ch.1.2890615F,-0.05116827616293292,ch.1.,2.228138851986274,FALSE
ch.1.2890724F,1.0103235770988208,ch.1.,2.228138851986274,FALSE
ch.1.2890885R,1.2285883241423416,ch.1.,2.228138851986274,FALSE
ch.1.2927887F,0.35469397058482005,ch.1.,2.228138851986274,FALSE
ch.1.2975077F,1.5719895264835078,ch.1.,2.228138851986274,FALSE
ch.1.2988325R,0.4107271508056754,ch.1.,2.228138851986274,FALSE
ch.1.2988748F,1.786545461542499,ch.1.,2.228138851986274,FALSE
ch.1.30340112R,0.6409720273443437,ch.1.,2.228138851986274,FALSE
ch.1.3036304F,-0.029847919452155727,ch.1.,2.228138851986274,FALSE
ch.1.3042365R,0.4464730501914036,ch.1.,2.228138851986274,FALSE
ch.1.3056292F,-1.1390023749158584,ch.1.,2.228138851986274,FALSE
ch.1.3128389F,0.16976249914800864,ch.1.,2.228138851986274,FALSE
ch.1.315878R,0.007361077101565827,ch.1.,2.228138851986274,FALSE
ch.1.3178922R,0.7262957671618034,ch.1.,2.228138851986274,FALSE
ch.1.3188690F,1.2674352412762442,ch.1.,2.228138851986274,FALSE
ch.1.32283278R,-0.679015633572161,ch.1.,2.228138851986274,FALSE
ch.1.3259774R,-0.14531646463756273,ch.1.,2.228138851986274,FALSE
ch.1.3307476R,1.7869149722828879,ch.1.,2.228138851986274,FALSE
ch.1.3319557F,0.8478683219183073,ch.1.,2.228138851986274,FALSE
ch.1.3439660F,1.3014182480174152,ch.1.,2.228138851986274,FALSE
ch.1.3532527F,0.9800923433249737,ch.1.,2.228138851986274,FALSE
ch.1.3533065R,2.357357230271684,ch.1.,2.228138851986274,TRUE
ch.1.3533603R,-0.03917002900958147,ch.1.,2.228138851986274,FALSE
ch.1.3571010R,1.4511994036550482,ch.1.,2.228138851986274,FALSE
ch.1.3571292R,-0.3422588795266463,ch.1.,2.228138851986274,FALSE
ch.1.3571436F,-0.1635152353619108,ch.1.,2.228138851986274,FALSE
ch.1.3577855R,0.7442702734953044,ch.1.,2.228138851986274,FALSE
ch.1.3587792F,0.210225045565754,ch.1.,2.228138851986274,FALSE
ch.1.3642016F,0.8158320108967023,ch.1.,2.228138851986274,FALSE
ch.1.3651949R,-0.06616413686991894,ch.1.,2.228138851986274,FALSE
ch.1.3659451R,-0.5826951740039605,ch.1.,2.228138851986274,FALSE
ch.1.374405F,1.6151819525241267,ch.1.,2.228138851986274,FALSE
ch.1.38337696R,-0.15962199062229604,ch.1.,2.228138851986274,FALSE
ch.1.38660012F,1.1801222710408321,ch.1.,2.228138851986274,FALSE
ch.1.3875151R,1.9231148033139434,ch.1.,2.228138851986274,FALSE
ch.1.3897073R,-0.6227156924808331,ch.1.,2.228138851986274,FALSE
ch.1.3903344F,-0.3919967772015553,ch.1.,2.228138851986274,FALSE
ch.1.3947147F,-0.38003416514928845,ch.1.,2.228138851986274,FALSE
ch.1.3958639R,-0.1430511687015586,ch.1.,2.228138851986274,FALSE
ch.1.4018176R,-1.4224281746681513,ch.1.,2.228138851986274,FALSE
ch.1.4056800F,-0.8417293047159644,ch.1.,2.228138851986274,FALSE
ch.1.4129519F,-1.0397484683905687,ch.1.,2.228138851986274,FALSE
ch.1.4129839F,0.782381247691343,ch.1.,2.228138851986274,FALSE
ch.1.4146056R,-0.03612395495087749,ch.1.,2.228138851986274,FALSE
ch.1.4190055F,0.3734403351304776,ch.1.,2.228138851986274,FALSE
ch.1.422303F,1.4166120928041765,ch.1.,2.228138851986274,FALSE
ch.1.4283968F,1.067186142774054,ch.1.,2.228138851986274,FALSE
ch.1.4292830F,0.01850924799078084,ch.1.,2.228138851986274,FALSE
ch.1.4297470F,-1.2775022754600356,ch.1.,2.228138851986274,FALSE
ch.1.4359995F,1.441535966125966,ch.1.,2.228138851986274,FALSE
ch.1.4385290F,1.3014498606843,ch.1.,2.228138851986274,FALSE
ch.1.4414893F,2.455140464736442,ch.1.,2.228138851986274,TRUE
ch.1.4424447F,1.03424100957839,ch.1.,2.228138851986274,FALSE
ch.1.4459276R,1.036140208151717,ch.1.,2.228138851986274,FALSE
ch.1.448124R,0.4972900678413297,ch.1.,2.228138851986274,FALSE
ch.1.4505949F,2.117938621080166,ch.1.,2.228138851986274,FALSE
ch.1.4511733R,2.3230093220365022,ch.1.,2.228138851986274,TRUE
ch.1.4512450F,1.2084033708279744,ch.1.,2.228138851986274,FALSE
ch.1.4544771F,1.0352053772880134,ch.1.,2.228138851986274,FALSE
ch.1.4597487F,0.8189275985772974,ch.1.,2.228138851986274,FALSE
ch.1.4603470R,0.5696840991610551,ch.1.,2.228138851986274,FALSE
ch.1.4634054R,0.32972026805290766,ch.1.,2.228138851986274,FALSE
ch.1.46653973R,0.5117574875782339,ch.1.,2.228138851986274,FALSE
ch.1.4690234F,1.0009923608954785,ch.1.,2.228138851986274,FALSE
ch.1.4707864F,0.09156496476697075,ch.1.,2.228138851986274,FALSE
ch.1.471396R,0.7912705625798242,ch.1.,2.228138851986274,FALSE
ch.1.4784808F,1.1114731438528596,ch.1.,2.228138851986274,FALSE
ch.1.48110560R,1.67076735944075,ch.1.,2.228138851986274,FALSE
ch.1.4812384F,0.4774665726383845,ch.1.,2.228138851986274,FALSE
ch.1.4819933F,1.1059994044470214,ch.1.,2.228138851986274,FALSE
ch.1.4829111R,0.6720076926456451,ch.1.,2.228138851986274,FALSE
ch.1.4885626R,-0.32012612682083974,ch.1.,2.228138851986274,FALSE
ch.1.505031R,0.8479536135458591,ch.1.,2.228138851986274,FALSE
ch.1.5400413R,0.3716856122787485,ch.1.,2.228138851986274,FALSE
ch.1.541122F,0.5232277491999525,ch.1.,2.228138851986274,FALSE
ch.1.543953R,0.2540479349428203,ch.1.,2.228138851986274,FALSE
ch.1.55181547R,1.949569383496945,ch.1.,2.228138851986274,FALSE
ch.1.55746252R,1.217934262599199,ch.1.,2.228138851986274,FALSE
ch.1.55941967F,-1.6567960973786238,ch.1.,2.228138851986274,FALSE
ch.1.56581040R,0.6716886946089926,ch.1.,2.228138851986274,FALSE
ch.1.572291F,0.7296181839054438,ch.1.,2.228138851986274,FALSE
ch.1.5843844F,0.4162566318940732,ch.1.,2.228138851986274,FALSE
ch.1.58573617F,0.22733205162273595,ch.1.,2.228138851986274,FALSE
ch.1.587982R,1.0893524367001237,ch.1.,2.228138851986274,FALSE
ch.1.59074111F,1.3411402805996062,ch.1.,2.228138851986274,FALSE
ch.1.59471444R,-0.2603862417235775,ch.1.,2.228138851986274,FALSE
ch.1.620704R,-0.5216153966668013,ch.1.,2.228138851986274,FALSE
ch.1.64641599F,0.3026384131489156,ch.1.,2.228138851986274,FALSE
ch.1.64660926R,-0.7986111280230658,ch.1.,2.228138851986274,FALSE
ch.1.653511R,0.895166831009501,ch.1.,2.228138851986274,FALSE
ch.1.658177R,0.9523249222290396,ch.1.,2.228138851986274,FALSE
ch.1.659111R,1.4716212261714803,ch.1.,2.228138851986274,FALSE
ch.1.659794R,2.6607803888698878,ch.1.,2.228138851986274,TRUE
ch.1.69277142F,0.2761976286441336,ch.1.,2.228138851986274,FALSE
ch.1.69469992R,-0.5984322862019263,ch.1.,2.228138851986274,FALSE
ch.1.81827435R,1.0363015919073317,ch.1.,2.228138851986274,FALSE
ch.1.822136R,1.0474324674711817,ch.1.,2.228138851986274,FALSE
ch.1.82351666F,1.6581933246569116,ch.1.,2.228138851986274,FALSE
ch.1.829344F,0.4603891485501099,ch.1.,2.228138851986274,FALSE
ch.1.839062R,0.1685597102298297,ch.1.,2.228138851986274,FALSE
ch.1.850602F,1.2647153216683769,ch.1.,2.228138851986274,FALSE
ch.1.85841987R,2.598158127112537,ch.1.,2.228138851986274,TRUE
ch.1.87505147F,-0.3110497550482946,ch.1.,2.228138851986274,FALSE
ch.1.876374R,-0.2767099723394919,ch.1.,2.228138851986274,FALSE
ch.1.87731801F,-0.9993882880159465,ch.1.,2.228138851986274,FALSE
ch.1.87940282F,0.17166611165839535,ch.1.,2.228138851986274,FALSE
ch.1.88636103R,2.0976339701488547,ch.1.,2.228138851986274,FALSE
ch.1.88799877F,1.13140200709249,ch.1.,2.228138851986274,FALSE
ch.1.893309F,1.1930064356675756,ch.1.,2.228138851986274,FALSE
ch.1.893623F,-0.08950383004392777,ch.1.,2.228138851986274,FALSE
ch.1.89724558F,-0.6947057209768669,ch.1.,2.228138851986274,FALSE
ch.1.897769F,-0.013332900649253604,ch.1.,2.228138851986274,FALSE
ch.1.90405031F,-0.11950086059094536,ch.1.,2.228138851986274,FALSE
ch.1.91396694R,-0.1438801164312355,ch.1.,2.228138851986274,FALSE
ch.1.928723R,0.501704961332295,ch.1.,2.228138851986274,FALSE
ch.1.930581F,0.6111026879446805,ch.1.,2.228138851986274,FALSE
ch.1.93237475F,0.5157140133901817,ch.1.,2.228138851986274,FALSE
ch.1.933676F,-0.06408569650807429,ch.1.,2.228138851986274,FALSE
ch.1.93382935F,0.7668700493018549,ch.1.,2.228138851986274,FALSE
ch.1.944912R,0.676573488971547,ch.1.,2.228138851986274,FALSE
ch.1.949135F,0.8344073690940864,ch.1.,2.228138851986274,FALSE
ch.1.95007378R,0.006041182063614737,ch.1.,2.228138851986274,FALSE
ch.1.953398R,0.814174392697558,ch.1.,2.228138851986274,FALSE
ch.1.95579934F,0.7619257551640493,ch.1.,2.228138851986274,FALSE
ch.1.95642235F,0.503663216375614,ch.1.,2.228138851986274,FALSE
ch.1.95724F,0.3116764278953709,ch.1.,2.228138851986274,FALSE
ch.1.976694F,0.4255090595236411,ch.1.,2.228138851986274,FALSE
ch.10.1020819F,-0.027561388298557574,ch.10,2.228138851986274,FALSE
ch.10.1024765R,0.2589503909923427,ch.10,2.228138851986274,FALSE
ch.10.1028651F,0.3174848738634026,ch.10,2.228138851986274,FALSE
ch.10.10520798F,0.5196436762549016,ch.10,2.228138851986274,FALSE
ch.10.107354959F,-3.896757130097921,ch.10,2.228138851986274,TRUE
ch.10.109266902R,0.21684968567358648,ch.10,2.228138851986274,FALSE
ch.10.10942743F,-0.5486900613371158,ch.10,2.228138851986274,FALSE
ch.10.109839658F,1.7644771772789731,ch.10,2.228138851986274,FALSE
ch.10.1117020F,0.9522933931152638,ch.10,2.228138851986274,FALSE
ch.10.113099321F,1.5895783856013208,ch.10,2.228138851986274,FALSE
ch.10.1148322F,1.416101410315568,ch.10,2.228138851986274,FALSE
ch.10.116792202R,0.02603204039443495,ch.10,2.228138851986274,FALSE
ch.10.118622095R,0.48054934141359296,ch.10,2.228138851986274,FALSE
ch.10.119748781R,1.3332419429488207,ch.10,2.228138851986274,FALSE
ch.10.12001373R,0.16644419132590876,ch.10,2.228138851986274,FALSE
ch.10.120590236F,0.8204025338625557,ch.10,2.228138851986274,FALSE
ch.10.121850836F,-0.1389719723037729,ch.10,2.228138851986274,FALSE
ch.10.125213076F,0.48832551776149385,ch.10,2.228138851986274,FALSE
ch.10.1271486F,-0.2563229513343258,ch.10,2.228138851986274,FALSE
ch.10.1305203R,-0.4434889239470586,ch.10,2.228138851986274,FALSE
ch.10.130844938F,-0.15752488302043718,ch.10,2.228138851986274,FALSE
ch.10.131479F,0.5598846904380538,ch.10,2.228138851986274,FALSE
ch.10.132220714F,-0.11990218091979535,ch.10,2.228138851986274,FALSE
ch.10.132646605F,1.6931241255084946,ch.10,2.228138851986274,FALSE
ch.10.133109453R,0.8154010568205969,ch.10,2.228138851986274,FALSE
ch.10.135292R,1.001704488882213,ch.10,2.228138851986274,FALSE
ch.10.1361226R,1.272597044864797,ch.10,2.228138851986274,FALSE
ch.10.1377861F,1.0055088860003607,ch.10,2.228138851986274,FALSE
ch.10.1418365R,0.15271496328262846,ch.10,2.228138851986274,FALSE
ch.10.1432102R,1.3435849866780611,ch.10,2.228138851986274,FALSE
ch.10.14508944R,1.4712683610119324,ch.10,2.228138851986274,FALSE
ch.10.1452314F,0.6659686349694082,ch.10,2.228138851986274,FALSE
ch.10.1464434F,3.0567869819112596,ch.10,2.228138851986274,TRUE
ch.10.1486890F,0.27812065441482176,ch.10,2.228138851986274,FALSE
ch.10.1515233F,3.163311247790576,ch.10,2.228138851986274,TRUE
ch.10.15292952R,1.0165422203999546,ch.10,2.228138851986274,FALSE
ch.10.1529706R,1.1405784821407063,ch.10,2.228138851986274,FALSE
ch.10.1676711F,1.393795514071186,ch.10,2.228138851986274,FALSE
ch.10.1683814F,-0.18359920534096025,ch.10,2.228138851986274,FALSE
ch.10.1700276F,-1.0207609327524039,ch.10,2.228138851986274,FALSE
ch.10.17390829F,1.8801082925057828,ch.10,2.228138851986274,FALSE
ch.10.1748644R,0.705577716436708,ch.10,2.228138851986274,FALSE
ch.10.176154R,0.1624807855314894,ch.10,2.228138851986274,FALSE
ch.10.181390F,0.5999596644976487,ch.10,2.228138851986274,FALSE
ch.10.182900R,-1.0191993886711852,ch.10,2.228138851986274,FALSE
ch.10.1853020F,1.6743175614458587,ch.10,2.228138851986274,FALSE
ch.10.1909607F,1.178813076479557,ch.10,2.228138851986274,FALSE
ch.10.1915679F,1.7616101561652981,ch.10,2.228138851986274,FALSE
ch.10.1922786R,0.9115418263912736,ch.10,2.228138851986274,FALSE
ch.10.19309820R,1.048763588578902,ch.10,2.228138851986274,FALSE
ch.10.1947223F,1.6727111483532413,ch.10,2.228138851986274,FALSE
ch.10.1954609F,0.8672280652564185,ch.10,2.228138851986274,FALSE
ch.10.1963761R,2.032915872330656,ch.10,2.228138851986274,FALSE
ch.10.1965163R,1.6194935750204809,ch.10,2.228138851986274,FALSE
ch.10.19755226F,-0.6060281331467006,ch.10,2.228138851986274,FALSE
ch.10.19835876F,-0.5789016110514142,ch.10,2.228138851986274,FALSE
ch.10.1999173F,1.820101575673748,ch.10,2.228138851986274,FALSE
ch.10.2006653F,0.6627789336788183,ch.10,2.228138851986274,FALSE
ch.10.2007128F,-0.1785909838061951,ch.10,2.228138851986274,FALSE
ch.10.202299R,1.4715164527103135,ch.10,2.228138851986274,FALSE
ch.10.2027377R,-0.040687506068415216,ch.10,2.228138851986274,FALSE
ch.10.2028498F,0.3399645784387196,ch.10,2.228138851986274,FALSE
ch.10.20627146F,1.1652410541005496,ch.10,2.228138851986274,FALSE
ch.10.20745226R,1.0792320371591815,ch.10,2.228138851986274,FALSE
ch.10.2094808R,0.7866629101848266,ch.10,2.228138851986274,FALSE
ch.10.20960905R,-0.26732207165186594,ch.10,2.228138851986274,FALSE
ch.10.20960907R,0.9081537591006801,ch.10,2.228138851986274,FALSE
ch.10.21102959F,-0.25734327461635736,ch.10,2.228138851986274,FALSE
ch.10.2186853R,1.6953230531759613,ch.10,2.228138851986274,FALSE
ch.10.2192687R,1.921407363911163,ch.10,2.228138851986274,FALSE
ch.10.2196322F,1.1855183871841424,ch.10,2.228138851986274,FALSE
ch.10.220353F,0.1922589217822592,ch.10,2.228138851986274,FALSE
ch.10.2372731R,0.2936499368253664,ch.10,2.228138851986274,FALSE
ch.10.2374052F,0.6216321974231849,ch.10,2.228138851986274,FALSE
ch.10.2401894F,1.4816801584545078,ch.10,2.228138851986274,FALSE
ch.10.2404278R,0.03368058900764511,ch.10,2.228138851986274,FALSE
ch.10.2414746R,-0.45247562899299176,ch.10,2.228138851986274,FALSE
ch.10.2420334F,0.635598101386162,ch.10,2.228138851986274,FALSE
ch.10.25135601F,-0.5853118635935005,ch.10,2.228138851986274,FALSE
ch.10.2535095F,0.9548378084225853,ch.10,2.228138851986274,FALSE
ch.10.25361452R,1.6233170560890113,ch.10,2.228138851986274,FALSE
ch.10.2544207F,-0.07701449352402046,ch.10,2.228138851986274,FALSE
ch.10.2545189R,0.2837869399623932,ch.10,2.228138851986274,FALSE
ch.10.2548028F,2.51395724182395,ch.10,2.228138851986274,TRUE
ch.10.2571788F,0.8449489244720658,ch.10,2.228138851986274,FALSE
ch.10.2595292R,1.373192161538947,ch.10,2.228138851986274,FALSE
ch.10.2609808F,1.8455539501161602,ch.10,2.228138851986274,FALSE
ch.10.2610459F,0.8576375204406227,ch.10,2.228138851986274,FALSE
ch.10.2633792F,0.28781113390047697,ch.10,2.228138851986274,FALSE
ch.10.2676717R,0.0735025853123043,ch.10,2.228138851986274,FALSE
ch.10.2686225R,0.8379750268801343,ch.10,2.228138851986274,FALSE
ch.10.2770541R,-0.836259519169411,ch.10,2.228138851986274,FALSE
ch.10.2774258R,1.2117601319264817,ch.10,2.228138851986274,FALSE
ch.10.27873849F,-0.9374502490605874,ch.10,2.228138851986274,FALSE
ch.10.2809628F,0.6099202882135452,ch.10,2.228138851986274,FALSE
ch.10.2810236F,-0.21592577755129053,ch.10,2.228138851986274,FALSE
ch.10.290763R,0.22698017179904353,ch.10,2.228138851986274,FALSE
ch.10.29498982F,1.692123208478041,ch.10,2.228138851986274,FALSE
ch.10.295680R,0.3195506632747153,ch.10,2.228138851986274,FALSE
ch.10.296387R,-0.6055325878008316,ch.10,2.228138851986274,FALSE
ch.10.2988224F,0.26316911158972683,ch.10,2.228138851986274,FALSE
ch.10.30081984F,-0.39953485564788227,ch.10,2.228138851986274,FALSE
ch.10.31370070F,0.9775282337585696,ch.10,2.228138851986274,FALSE
ch.10.31807R,0.5424963361086304,ch.10,2.228138851986274,FALSE
ch.10.33269R,1.640956742647819,ch.10,2.228138851986274,FALSE
ch.10.33343282R,0.458775653864707,ch.10,2.228138851986274,FALSE
ch.10.34144754F,0.9337914767475445,ch.10,2.228138851986274,FALSE
ch.10.344997F,0.16564997700216838,ch.10,2.228138851986274,FALSE
ch.10.345533F,0.7016620302885733,ch.10,2.228138851986274,FALSE
ch.10.35929570F,0.38707691604206895,ch.10,2.228138851986274,FALSE
ch.10.410979F,0.23119397290937974,ch.10,2.228138851986274,FALSE
ch.10.47925130F,0.009103195061709268,ch.10,2.228138851986274,FALSE
ch.10.503573F,0.3605653812059794,ch.10,2.228138851986274,FALSE
ch.10.509007F,1.2354765295339976,ch.10,2.228138851986274,FALSE
ch.10.54387284R,0.4530640945167711,ch.10,2.228138851986274,FALSE
ch.10.54425967R,1.2782634917446742,ch.10,2.228138851986274,FALSE
ch.10.58771679R,0.2558912581867927,ch.10,2.228138851986274,FALSE
ch.10.5920188R,1.3725881634588344,ch.10,2.228138851986274,FALSE
ch.10.6019805R,-0.11758265360500535,ch.10,2.228138851986274,FALSE
