"subject_nr","count_trial","tot_dist","max_abs_dev","avg_abs_dev","AUC","Condition","Exemplar"
4,5,1181.91623899608,245.814037393776,36.22612554559,136396.517157532,"Typical","Loewe"
4,6,1117.64251281523,179.250089162452,33.4131702892236,119374.5,"Typical","Hund"
4,7,3802.66380881802,922.150993096727,248.856103283057,343477.984902723,"Atypical","Wal"
4,8,1118.02038936633,172.847022875496,33.4460405575445,95512.9899861884,"Typical","Alligator"
4,9,2568.39024989711,1033.93680381985,350.814057269181,367719.971112276,"Atypical","Aal"
4,10,1131.62721154421,187.297697819549,34.3086905920278,126666.382539789,"Typical","Lachs"
4,11,1060.81449797841,120.081676902952,20.2821068934834,73777.9999999999,"Typical","Goldfisch"
4,12,2336.8548338094,1015.25190242587,313.498919062977,449936,"Typical","Falke"
4,13,1607.49959620601,464.142596077579,89.2236956701043,206681.482820709,"Typical","Pferd"
4,14,1137.54076271745,87.4058866123076,23.5500277043912,43610.7027439812,"Typical","Chamaeleon"
4,15,1646.72663042004,240.200158955457,45.7641023927183,46308.6203804942,"Atypical","Schmetterling"
4,16,2626.87393129111,910.515034358701,380.441986549195,458887.5,"Typical","Klapperschlange"
4,17,1829.08728849222,674.082156904556,204.228254488756,406935.063827687,"Atypical","Seeloewe"
4,18,1775.34415179623,271.192569566316,61.4984198782189,172263.047487779,"Typical","Hai"
5,1,1823.69948804477,728.028452761976,197.64291653833,307093.281179911,"Atypical","Fledermaus"
5,2,1443.89253841367,139.480968812678,14.9288980986487,108609.228486905,"Typical","Spatz"
5,3,1115.80781628658,190.789853208993,29.4200375183644,78586.8140585689,"Typical","Goldfisch"
5,4,1127.3164836969,173.995581867197,22.1715641609027,88708.8670505197,"Typical","Loewe"
5,5,1053.5834809045,105.752931918467,27.6159417232426,64278.3288782629,"Typical","Katze"
5,6,1258.83478246214,198.480340752572,37.0332415712448,118767.025955819,"Typical","Alligator"
5,7,1732.7243166786,550.098577263242,155.05779592796,285361.857363356,"Atypical","Wal"
5,8,1137.42065153058,189.788519595372,40.3399323831532,106540.344348466,"Typical","Lachs"
5,9,4400.51520753245,882.63345951056,295.247056854204,161058.026154149,"Atypical","Pinguin"
5,10,990.575092337877,31.016092312629,5.02276816501877,15382.2051702396,"Typical","Hund"
5,11,1285.63724340151,341.936284571439,80.2289706164273,132728.697404656,"Typical","Chamaeleon"
5,12,1064.57659208549,70.8921339636182,18.7399904739722,38942.5994594924,"Atypical","Aal"
5,13,982.985742754711,112.995299447121,17.9411340720215,54211.5812905885,"Typical","Kaninchen"
5,14,1057.39079590846,61.6634443954349,10.9176269758827,32383.4577670409,"Typical","Pferd"
5,15,1053.74858945121,66.518436688022,14.2381858949411,35585.3007329183,"Typical","Klapperschlange"
5,16,2894.01646112223,944.621642247121,302.402281848222,228854.397093851,"Typical","Falke"
5,17,1041.60466309549,48.0310719658028,8.29229627157795,37220.5,"Typical","Hai"
5,18,998.002169834067,16.6318503041269,5.9523277715832,6492.10242243945,"Atypical","Seeloewe"
5,19,1127.77692945992,114.393160946079,27.6897154760102,46627.0993916209,"Atypical","Schmetterling"
6,1,1650.76910413847,464.899101792165,90.3878254800079,275254.35371179,"Atypical","Schmetterling"
6,2,1092.77474842226,7.8559209732754,1.79289008070282,3588.52046645264,"Typical","Katze"
6,3,2262.19274096559,938.394242097541,368.701399451187,604660.5,"Typical","Chamaeleon"
6,4,953.101076258377,10.0220571527803,1.97600603451768,4509.10056945676,"Typical","Goldfisch"
6,5,1045.58580578224,48.4817951100982,10.8627895116602,33776.0786717385,"Typical","Hund"
6,6,5134.21145309176,1093.63168218351,430.95402849244,562160.21071855,"Atypical","Fledermaus"
6,7,1365.22869336051,195.838038464692,50.5967884846173,132018.777345194,"Typical","Spatz"
6,8,1033.00882701818,111.777424530005,20.0980337904033,33536.7183002833,"Atypical","Seeloewe"
6,9,1298.03143053482,273.553033768658,54.6371401292055,157177.727302787,"Typical","Pferd"
6,10,2384.00258231154,1076.2240259275,580.342018303773,526527.5,"Atypical","Pinguin"
6,11,923.965023356156,84.8362027072191,16.3958831967209,51009.0000000001,"Typical","Loewe"
6,12,1123.15017946658,38.1461831556558,5.86220265066138,23219.6604232158,"Typical","Kaninchen"
6,13,2354.97456493137,991.609126623881,473.883084362387,566454.974612045,"Atypical","Wal"
6,14,1165.2552268423,71.2060618874772,11.8499101888882,33966.5814715479,"Typical","Alligator"
6,15,1073.32436136195,45.5614387396529,7.12946313049297,28217.7700354941,"Atypical","Aal"
6,16,1335.78704009218,205.407537535481,32.1005313621179,149048.5,"Typical","Hai"
6,17,5573.48479782989,1019.61532382234,395.883291048416,17767.777026122,"Typical","Klapperschlange"
6,18,1095.29940279954,61.9388840789425,9.38810901757514,39084.4999999999,"Typical","Falke"
6,19,1009.81253918456,5.48759271336192,0.524376102261039,1715.5107318722,"Typical","Lachs"
7,1,1252.550269012,35.46823412757,4.72356215036737,19981.1991021597,"Typical","Hund"
7,2,1537.78813587128,544.107089763142,128.604362347626,204539.923324416,"Typical","Loewe"
7,3,1050.39854926866,147.273568876867,52.3185814414924,101419.5,"Typical","Pferd"
7,4,1048.26569684472,53.5824026303077,12.6425719962918,22111.3837909429,"Typical","Goldfisch"
7,5,1109.85910685939,61.8651779148109,18.5377330388342,29034.2564375166,"Typical","Kaninchen"
7,6,1145.54303373416,125.86108201662,22.5453059742306,45809.5676023352,"Typical","Spatz"
7,7,1167.56763925191,103.332220877043,28.7368891991167,65462.3955085259,"Typical","Lachs"
7,8,2668.53816896584,959.730883163016,497.294701494663,543536,"Atypical","Pinguin"
7,9,2191.28822088559,855.82410240439,225.561886252256,270725.5,"Typical","Katze"
7,10,1177.06261677997,281.211731669668,65.6224320434637,157152.5,"Typical","Alligator"
7,11,1129.68804542447,231.794897048,52.6424883725085,146290.5,"Atypical","Aal"
7,12,1026.05034043344,74.827479366461,20.3200619017672,38548,"Typical","Chamaeleon"
7,13,1050.29773405737,27.9113253650243,5.22315609883198,12614.9563744642,"Atypical","Seeloewe"
7,14,1101.52849548155,90.7136262732643,23.1962758555325,53325.3469493219,"Typical","Klapperschlange"
7,15,965.208335317196,35.1520714769328,9.95442783306136,17521.8239258748,"Atypical","Fledermaus"
7,16,1868.46243782948,724.227461103086,196.818637527398,433599,"Atypical","Schmetterling"
7,17,1582.33063554184,582.420910910162,142.971054205849,345809.5,"Typical","Hai"
7,18,1062.69187146777,68.8692372666255,13.0870289438754,41504.0806383872,"Typical","Falke"
7,19,2081.87165666741,877.028797781795,344.057755092269,435991.5,"Atypical","Wal"
8,1,1069.15768562915,18.4112976875979,1.75701518352974,10133.9931585041,"Atypical","Pinguin"
8,2,1052.8734844835,134.354909325112,15.0889468372447,56468.8247842409,"Typical","Klapperschlange"
8,4,1075.72771587013,73.9576501965603,4.71764520136629,44124.7916171438,"Atypical","Wal"
8,5,1070.17535942742,92.3762307702164,5.04810629629998,62945.4185370215,"Atypical","Schmetterling"
8,7,1027.42231323332,77.9449470772385,16.8890785914104,38501.5,"Typical","Spatz"
8,8,2622.0955778039,989.53184357747,268.928833891274,181128.481939565,"Typical","Kaninchen"
8,9,1253.14059514959,128.514216721818,18.7182654356785,84863.5000000001,"Typical","Lachs"
8,10,1009.12033607205,47.8119233537401,4.40200718740294,12198.23877281,"Typical","Loewe"
8,11,982.821677091697,29.1202632698484,5.02752434323181,16514.2863771324,"Typical","Alligator"
8,12,1054.43671368997,24.8159089267246,3.46438754409813,9564.30151770479,"Typical","Falke"
8,13,1074.16928261646,57.5878505117085,16.8943108207983,20672.4137665588,"Typical","Hai"
8,14,1076.4840290798,37.0086287334807,5.88332989392299,16401.2300933573,"Typical","Pferd"
8,15,1005.56034926623,40.6839758101611,6.05502681506956,21909.8843479951,"Typical","Hund"
8,16,1045.65234628574,91.9719934724423,11.9782645960275,49989.1424540893,"Atypical","Aal"
8,17,1060.51937279367,87.0528405641241,12.1953564025723,50872.7377562823,"Typical","Chamaeleon"
8,18,1075.05628383521,88.5770824838092,10.2988169017961,50213.9142846617,"Atypical","Seeloewe"
8,19,1838.33802081153,716.468625388526,171.043781466363,300112.223259693,"Typical","Goldfisch"
9,1,1092.07643833245,74.2055008016266,7.30294463957933,36134.4044538551,"Typical","Goldfisch"
9,2,1029.71678642883,39.6032685586239,8.31692157087592,16236.7787641819,"Typical","Katze"
9,3,1070.51866278557,96.3563246894219,21.2757548359477,47211.6018753167,"Typical","Alligator"
9,4,1094.32198871759,123.424663129222,21.0350734238756,71570.2354805666,"Typical","Pferd"
9,5,1074.01200688291,106.376171184059,10.0628175092325,66580.7108382413,"Atypical","Schmetterling"
9,7,1315.17307156101,146.480215082972,20.8693786513119,125206.540367634,"Typical","Chamaeleon"
9,9,1103.46215836707,114.880009266746,20.1537181733996,47097.8804741314,"Atypical","Aal"
9,11,1019.50496014578,48.2968793764153,17.6005097088008,30491,"Atypical","Pinguin"
9,12,2480.86706418412,996.342437282426,321.99854529694,493614.628714122,"Typical","Klapperschlange"
9,13,1165.67670638999,95.1719099164625,19.2958134043604,50092.0433453053,"Typical","Falke"
9,14,2040.61694188408,839.960231965232,214.455388011159,501780.5,"Typical","Spatz"
9,15,2884.8104404876,976.064428753439,178.838150514046,177136,"Typical","Loewe"
9,16,1482.53287229552,252.282615776969,91.0290566104428,91846.1173127403,"Typical","Lachs"
9,17,1121.79441514471,87.3517123987725,14.5645647755225,39055.0647093588,"Typical","Kaninchen"
9,19,1325.48570549212,220.641855229964,33.7009588308756,139491.366815764,"Typical","Hund"
10,1,1086.83467955041,85.3393310866969,12.4877148121752,51446.3234264388,"Typical","Hai"
10,2,1717.94494331464,667.708943117014,147.397340958641,334665.5,"Typical","Loewe"
10,3,1285.83070771816,54.1801455274018,12.106733596137,30745.7074306187,"Typical","Klapperschlange"
10,4,1039.29379695522,57.8781303087677,8.5582288990336,30691.5478276604,"Atypical","Seeloewe"
10,5,1073.61795261794,35.2233510563153,3.90105706516789,11331.2984507136,"Typical","Spatz"
10,6,1128.02311089557,199.482717694068,30.3059135914456,106349,"Typical","Alligator"
10,7,1045.17763003261,87.2494360936939,6.66532587000699,51864.6831035983,"Atypical","Aal"
10,8,1078.29081752459,67.3172711398706,12.3256088209252,20478.4472950521,"Atypical","Pinguin"
10,9,1010.59929155337,94.080931902077,13.0286983578647,54244,"Typical","Hund"
10,10,1036.04936904358,123.246835261007,27.4575370814369,77388.3552423102,"Typical","Lachs"
10,11,1032.25017200699,23.3927652919833,3.65623675195606,15225.4756734992,"Typical","Kaninchen"
10,12,1012.06324087609,35.8275699436328,9.02267590005526,19502.1715185136,"Typical","Pferd"
10,13,1083.57903511888,150.20997802243,20.0561409470941,87856.2587417663,"Typical","Falke"
10,14,1101.56211608189,65.5438233503999,6.17979170437514,30775.6834965264,"Typical","Katze"
10,15,1260.41123526499,271.273210761126,94.1709669487891,111347.5,"Atypical","Schmetterling"
10,16,1075.9661688988,64.4557115246901,7.7550673153789,34897.6646347289,"Typical","Goldfisch"
10,17,1086.03838498689,63.7325882581543,13.4309311548117,46029.4999999999,"Typical","Chamaeleon"
10,18,1529.02401018953,504.866205746351,131.696910594576,295971.430339174,"Atypical","Fledermaus"
10,19,1657.16848284568,585.084129059774,147.743307430035,267023.499815157,"Atypical","Wal"
11,1,1244.12412407047,255.441791582929,45.896108469801,99962.0593416165,"Typical","Loewe"
11,2,1087.28319142591,40.2834274160808,9.96342622763505,24187.0110747528,"Typical","Chamaeleon"
11,3,2015.79388647916,611.26950974705,43.1119064016836,223399.512048648,"Typical","Spatz"
11,4,1040.97577624026,62.3106896882676,12.7345245095109,30726.708771362,"Typical","Katze"
11,5,1002.2973712297,61.1138557135737,7.30454270710689,31400.921009853,"Typical","Lachs"
11,6,989.976625629305,50.9670947450025,5.30942753507739,27477.5239257111,"Typical","Klapperschlange"
11,7,2139.00507598199,843.773061343023,307.872762856282,347378.063594574,"Atypical","Seeloewe"
11,8,1576.05715263694,591.526860260896,77.0043132188678,292949,"Typical","Falke"
11,9,1063.68049153299,113.411827608266,21.0695013643952,68260,"Typical","Alligator"
11,10,2334.74718343411,881.813197480275,624.833188362228,466953.118657718,"Atypical","Aal"
11,11,1021.82271999866,97.872575677407,15.5611784484129,55087.0573881629,"Typical","Goldfisch"
11,12,1153.68143592444,111.165782587964,22.9263738895078,80843,"Atypical","Pinguin"
11,13,1141.20528508606,150.701950091038,10.6864857492007,61830.1234952338,"Atypical","Fledermaus"
11,14,1681.18743478078,542.125485351191,119.562753944559,278316.991278703,"Atypical","Schmetterling"
11,15,1072.60225056035,202.561803757952,12.7303910848594,115587,"Atypical","Wal"
11,16,1006.74382803507,79.5122325302921,13.3387639887209,46398.1585365855,"Typical","Pferd"
11,17,1301.32826711664,41.0567758111815,21.1987309361589,19518.3721392894,"Typical","Kaninchen"
11,18,1042.67561639182,109.125049640861,13.4917043821301,51148.6845305312,"Typical","Hund"
11,19,1361.19553843915,155.064760516695,13.8957424803529,103196.501110716,"Typical","Hai"
12,1,1532.17306926489,22.4753864466613,5.1347303816831,15491.608348634,"Typical","Katze"
12,2,1303.91905265677,123.471473108014,16.2071735839627,61995.3116824565,"Typical","Kaninchen"
12,3,1151.00317521446,22.3122260653442,3.13996114920299,9822.06171300338,"Typical","Spatz"
12,4,1546.99753985181,460.446805010558,42.6860328576875,223020.5,"Atypical","Pinguin"
12,5,963.359880678646,51.4867281324202,22.0522468929418,19963.6707572513,"Typical","Hund"
12,6,1292.04784617964,177.931544462202,25.494424141871,42055.5688291116,"Typical","Hai"
12,7,1304.4289212922,28.5370955117587,2.54181755956875,19309.4826595391,"Typical","Chamaeleon"
12,8,1208.7987879532,270.892311168498,121.452584059716,99036,"Typical","Pferd"
12,9,999.314568796325,71.7020216574954,40.8900022066317,43090,"Atypical","Aal"
12,10,1214.05454428952,73.110153006267,20.869613311914,34110.7657773228,"Atypical","Seeloewe"
12,11,1110.19755647433,22.4671114195405,4.28483013847504,15618.4781794026,"Typical","Loewe"
12,12,1063.08773025326,77.2504081736398,10.6336030056804,41085.5,"Typical","Lachs"
12,14,1237.38756221671,157.791641361759,26.4720853145233,54142.7544828724,"Atypical","Schmetterling"
12,15,1374.07271210578,100.620901344071,19.3785032955422,64810.2911734773,"Typical","Alligator"
12,17,2677.36078400231,1181.75136480648,278.087718038969,727490,"Atypical","Wal"
12,18,1420.96639057719,27.2104029918206,10.1101660251145,15034.092131076,"Typical","Goldfisch"
12,19,2977.68081122453,103.555085735394,28.8626075524629,68892.3852913206,"Typical","Falke"
13,1,2190.27736938935,838.573516679455,231.250541660078,221919.839390714,"Atypical","Wal"
13,2,1301.97973508225,234.066223890097,49.2630384849341,82272.1958445575,"Typical","Chamaeleon"
13,3,2914.66134336336,892.408232545698,161.379614405072,124634.755135268,"Atypical","Aal"
13,4,1400.31224888876,305.495609566341,111.644875543276,135631.5,"Typical","Katze"
13,5,1165.32884005294,147.955873329957,51.5410217649208,71899.9014339623,"Typical","Spatz"
13,6,1155.37493589179,96.9302227704143,40.2103514977883,55916.0317578794,"Typical","Goldfisch"
13,7,1021.40886779933,55.5566147763521,8.43918885003933,29567.4464393008,"Typical","Loewe"
13,8,1327.78994528998,157.155918652334,72.0939169021019,74028.5814629206,"Typical","Hai"
13,9,1293.79410522313,133.411464324172,37.8519764023718,88441.238470752,"Typical","Hund"
13,10,1036.37448065453,95.1820037547346,34.7766790389886,31224.401516722,"Atypical","Schmetterling"
13,11,1017.11757890736,104.655280116246,44.7688703598375,44933.3524490007,"Atypical","Seeloewe"
13,12,2474.70460478961,945.706255806716,372.466739406748,367789,"Typical","Klapperschlange"
13,13,974.9632461914,139.937653694125,14.7441516944541,73869.8377828654,"Typical","Pferd"
13,14,1238.40428182004,208.477470755782,58.4717096438863,109389.196297598,"Typical","Falke"
13,15,1349.17633669908,299.570555156773,117.216041233945,114648.100217959,"Atypical","Fledermaus"
13,16,1095.27411120967,51.8314511884407,9.23235342658306,16658.7506564107,"Atypical","Pinguin"
13,17,1189.46009649957,205.692305342287,124.907939895852,94801.6697970594,"Typical","Alligator"
13,18,947.00006174698,103.67378104818,37.8827312523984,64849.5971608723,"Typical","Lachs"
13,19,1074.07626070106,92.5525038774508,39.4751178894542,48801.9248878902,"Typical","Kaninchen"
14,1,1182.80124233242,194.497585931182,37.4480143251082,121584.93977772,"Typical","Klapperschlange"
14,2,1117.83662680729,207.107340773932,79.2585079609869,102878.179955914,"Typical","Lachs"
14,3,1006.91291238454,47.0062268838253,7.60259569146707,23174.2582496413,"Typical","Goldfisch"
14,4,1015.67777231641,38.4740545904591,11.1062861761972,21976,"Typical","Loewe"
14,6,1138.2050793908,126.289261495847,52.0704757948278,84712,"Typical","Falke"
14,7,2207.75496033651,900.533135097107,414.323133959051,293109.280450638,"Typical","Kaninchen"
14,8,1823.45017850997,788.849801834829,209.638255846073,331375.593136684,"Atypical","Fledermaus"
14,9,1640.43103392396,405.624297320999,50.0605285138693,208631.606265935,"Typical","Hund"
14,10,1114.79784804676,40.970988789048,7.43956693767762,19241.8499219014,"Typical","Spatz"
14,11,1239.78272787041,256.750857325949,69.1492984118009,119883.599684731,"Typical","Pferd"
14,13,2069.63794850265,865.642572887337,193.173135124221,473081.061502205,"Atypical","Wal"
14,14,1124.81757131729,98.6714836944268,32.617024025478,80171.9482017778,"Atypical","Seeloewe"
14,15,972.98572680956,30.4321561580962,6.85525148376217,17697.5307713482,"Typical","Chamaeleon"
14,16,1021.92280070748,58.4976185543625,10.0112216967145,33204.3195622864,"Typical","Hai"
14,17,1132.80780063898,199.823064664052,64.5326677429668,68225.3855514813,"Typical","Alligator"
14,18,2158.27388297337,906.67739794432,222.495317419971,469783.80353144,"Atypical","Schmetterling"
14,19,1000.75597744737,49.2117222061401,16.9389301793929,28775.1866606086,"Atypical","Pinguin"
15,1,1063.57733237671,27.2613624123784,3.29648353936411,16946.2163319279,"Typical","Spatz"
15,2,989.579705152089,101.009482525846,23.9498943052399,68162.7178232785,"Typical","Katze"
15,3,2390.83686883273,1015.19165307456,403.980233059961,503519,"Atypical","Wal"
15,4,1144.71133059498,213.702063834167,37.5970703383149,135674,"Typical","Pferd"
15,6,1111.51717717096,36.9971167741028,4.63642598430959,21754.214776558,"Typical","Loewe"
15,7,1273.67594611342,205.995127972147,50.9455470868973,67610.8930694708,"Typical","Chamaeleon"
15,8,2231.13557215884,923.91560139674,409.821052433857,355657.976206512,"Typical","Klapperschlange"
15,9,1119.88613663903,161.650577988838,22.1038045593205,120267.340873141,"Typical","Kaninchen"
15,10,1066.11883485741,97.1514021355341,9.99274828879954,63513.9999999998,"Typical","Lachs"
15,12,1019.88838224376,81.1530923635219,10.4188919054074,39834.7686376002,"Typical","Goldfisch"
15,13,1039.58906536288,73.5327574424375,9.9595978502946,41887.4999999998,"Atypical","Aal"
15,14,1011.2081957596,32.6562745322076,3.28869583302411,14214.012525709,"Typical","Alligator"
15,15,1027.57899249345,82.9808201028128,8.97973188777547,46448.0726765431,"Typical","Hai"
15,16,995.05186281259,25.8155897544997,2.18110644007553,14993.2661187836,"Atypical","Schmetterling"
15,17,979.549966864227,36.4694653199903,4.47558268475623,16321.1860432804,"Atypical","Fledermaus"
15,18,1037.94306706306,108.934746950503,14.3057559489933,63161,"Typical","Falke"
15,19,1896.91927417985,768.989232889011,157.178661192891,439535,"Typical","Hund"
16,1,2477.47409285241,525.267283878891,245.561630225426,219925.5,"Typical","Katze"
16,2,995.738946855358,125.189640899632,38.5914241365354,52177.9585482162,"Typical","Spatz"
16,3,3260.95576368948,951.059546161522,174.616584938554,134006,"Typical","Pferd"
16,4,1260.03766238946,46.7435433135111,7.07590137010953,29362.4280052481,"Typical","Hund"
16,5,1412.80308239934,316.261916213013,83.4859343208305,161658.5,"Typical","Hai"
16,7,1011.29320723675,60.2551603342502,13.4016231901708,26981.5151012664,"Typical","Chamaeleon"
16,8,2198.57153958106,905.566197255304,279.332179139899,344461.603613016,"Atypical","Fledermaus"
16,9,1221.8011118229,157.922678806134,25.3558648127916,83950.3268854184,"Typical","Klapperschlange"
16,10,1602.68386547148,370.726630855353,136.38639752406,215201.948655565,"Atypical","Schmetterling"
16,11,1086.8100906156,120.614897451736,25.3340498404971,38625.8354509432,"Typical","Alligator"
16,14,1077.51956388456,50.6120909909789,7.89365266632221,25987.1168646931,"Atypical","Pinguin"
16,16,2005.29618353955,874.671296607459,238.856424014034,415244,"Typical","Loewe"
16,17,1109.14344033411,70.7722644195666,26.7305770521558,24286.5775619795,"Typical","Goldfisch"
16,18,1066.71875586691,80.7610040949255,26.6347006880805,29510.4474309841,"Typical","Kaninchen"
16,19,1800.54330900836,655.190295450367,225.326353825049,388176.5,"Typical","Lachs"
17,1,1404.3236030751,180.803996494864,28.0269748215814,51161.9906251423,"Typical","Loewe"
17,2,1067.53826094356,74.346035277324,8.14280384330675,45133.6960061848,"Atypical","Fledermaus"
17,3,1070.56050090502,63.0831386033476,4.47081411902008,41302.5692757936,"Typical","Lachs"
17,4,1159.65485645321,49.2544628666957,1.82664298026168,25062.3213682529,"Atypical","Seeloewe"
17,5,1200.32928719982,154.273075202975,3.78033437684398,112254.62039961,"Atypical","Aal"
17,6,1195.22172946259,142.05097112767,22.5615359966138,107522.5,"Typical","Chamaeleon"
17,7,957.067342265837,63.9755263442121,12.4184937761492,32605.3221607845,"Typical","Alligator"
17,8,1230.35933841545,309.796384614412,40.3098627464018,210543.5,"Typical","Kaninchen"
17,9,1396.71908311731,332.018035226593,39.0675194464743,254755.5,"Typical","Goldfisch"
17,10,1230.52870343987,124.800304026448,17.8279082705614,88505.402533982,"Typical","Pferd"
17,11,1279.63393136121,232.372743648835,18.535223029105,172931.010143611,"Atypical","Schmetterling"
17,12,1038.68400901879,118.838340807565,13.0995062320803,48103.847690966,"Typical","Falke"
17,13,1527.65748232339,82.101589543892,5.05373519853381,68443.7987915402,"Atypical","Pinguin"
17,14,1049.57052125081,49.8977881090174,5.45576762246945,31168.6435200983,"Atypical","Wal"
17,15,1212.06278481235,91.0788791106188,10.3899874289904,70204.7284747428,"Typical","Katze"
17,17,1516.69727655709,533.087758926579,95.1121550038878,325062.5,"Typical","Hund"
17,18,1079.85397452146,98.7789420572686,4.41798189218391,49051.1097752424,"Typical","Spatz"
17,19,1274.40012298923,349.437973795251,41.3918780236258,231906,"Typical","Hai"
